A;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;23  5/8 ;;24  1/8 ;;24  5/8 ;;25  1/8 ;;25  5/8 ;;26  1/8 ;;;;;;;;;;;;;;;;;;;;;;;
A1;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;25  1/4 ;;25  3/4 ;;26  1/4 ;;26  3/4 ;;27  1/4 ;;27  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;19  1/4 ;;19  3/4 ;;20  1/4 ;;20  7/8 ;;21 11/16;;22 11/16;;;;;;;;;;;;;;;;;;;;;;;
B1;ANCHO DE HOMBRO ESPALDA IZQUIERDO/DERECHO;;P;CRITICA;  3/8 ;  3/8 ;10  7/8 ;;11  1/8 ;;11  3/8 ;;11 11/16;;12  1/16;;12  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
B3;ANCHO DE HOMBRO INDIVIDUAL DEL/ESP-IZQ/DER;;P;CRITICA;;;7  9/16;;7 11/16;;7 13/16;;7 15/16;;8  3/16;;8  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
1;UBICACIÓN DE MEDIO PECHO DELANTERO;;P;CRITICA;;;5  5/16;;5  5/16;;5  5/16;;5  5/16;;5  5/16;;5  5/16;;;;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE MEDIO PECHO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;18  1/8 ;;18  5/8 ;;19  1/8 ;;19  3/4 ;;20  1/2 ;;21  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
2;UBICACIÓN DE MEDIO PECHO ESPALDA IZQUIER/DEREC;;P;CRITICA;;;8  9/16;;8  9/16;;8  9/16;;8  9/16;;8  9/16;;8  9/16;;;;;;;;;;;;;;;;;;;;;;;
C1;ANCHO DE MEDIO PECHO  ESPALDA IZQUIER/DEREC;;P;CRITICA;  3/8 ;  5/16;9  3/4 ;;10  1/8 ;;10  3/8 ;;10 11/16;;11  1/16;;11  9/16;;;;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE PECHO DELANTERO EN SISA;;P;CRITICA;  3/8 ;  3/8 ;19  1/2 ;;20  1/2 ;;21  1/2 ;;22  3/4 ;;24  1/4 ;;26  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
D1;ANCHO DE PECHO ESPALDA IZQ-DER EN SISA;;P;CRITICA;  3/8 ;  5/16;9 13/16;;10  5/16;;10 13/16;;11  7/16;;12  1/4 ;;13  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
G;ANCHO DE FALDON DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;20  9/16;;21  1/2 ;;22  1/2 ;;23  3/4 ;;25  1/4 ;;27  3/16;;;;;;;;;;;;;;;;;;;;;;;
G1;ANCHO DE FALDON ESPALDA IZQUIERDO/DEREC;;P;CRITICA;  3/8 ;  5/16;10  7/16;;10 15/16;;11  7/16;;12  1/16;;12 13/16;;13 13/16;;;;;;;;;;;;;;;;;;;;;;;
H;SISA RECTA DELANTERO ;;P;CRITICA;;;5  3/8 ;;5  3/4 ;;6  1/8 ;;6  1/2 ;;7      ;;7  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
H1;SISA RECTA  ESPALDA;;P;CRITICA;;;8  3/8 ;;8  5/8 ;;9      ;;9  5/16;;9 13/16;;10  7/16;;;;;;;;;;;;;;;;;;;;;;;
I;LARGO DE TAJO PECHERA;;P;CRITICA;;;7 11/16;;7 13/16;;7 15/16;;8  1/16;;8  3/16;;8  5/16;;;;;;;;;;;;;;;;;;;;;;;
J;ANCHO DE TAJO PECHERA;;P;CRITICA;;;  1/2 ;;  1/2 ;;  1/2 ;;  1/2 ;;  1/2 ;;  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5  5/8 ;;5  7/8 ;;6  1/8 ;;6  3/8 ;;6  5/8 ;;6  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  5/8 ;;2  3/4 ;;2  7/8 ;;3      ;;3  1/8 ;;3  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
M;ABERTURA CUELLO ESPALDA EN DIAGONAL ESP DER-IZQ;;P;CRITICA;;;4  5/16;;4  7/16;;4  9/16;;4 11/16;;4 13/16;;4 15/16;;;;;;;;;;;;;;;;;;;;;;;
N;LARGO SUPERIOR DE MANGA DER/IZQ;;P;CRITICA;  3/8 ;  1/4 ;21  1/8 ;;21  5/8 ;;22  1/8 ;;22  5/8 ;;23  1/8 ;;23  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
O;BICEP ANCHO SUPERIOR DE MANGA DERE/IZX;;P;CRITICA;  3/8 ;  3/8 ;13  5/8 ;;14  7/16;;15  1/4 ;;15 15/16;;17  1/16;;18  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
Q;ANCHO DE BOCA DE MANGA ;;P;CRITICA;  3/8 ;  3/8 ;8  7/16;;8  3/4 ;;9      ;;9  1/4 ;;9  9/16;;9  7/8 ;;;;;;;;;;;;;;;;;;;;;;;
S;ALTO DE PECHERA SUPERIOR/INFERIOR;;C;CRITICA;;;10 11/16;;10 13/16;;10 15/16;;11  1/16;;11  3/16;;11  5/16;;;;;;;;;;;;;;;;;;;;;;;
S1;ANCHO DE PECHERA SUPERIOR/INFERIOR;;C;CRITICA;;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;2  5/8 ;;;;;;;;;;;;;;;;;;;;;;;
T;ALTO DE CUELLO INT/EXT  ;;C;CRITICA;;;3      ;;3      ;;3      ;;3      ;;3      ;;3      ;;;;;;;;;;;;;;;;;;;;;;;
T2;ANCHO DE CUELLO INT/EXT  EN BORDE SUPERIOR;;C;CRITICA;;;15  7/16;;16  3/16;;17      ;;17  3/4 ;;18  1/2 ;;19  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
T3;ANCHO DE CUELLO INT/EXT  EN BORDE INFERIOR;;C;CRITICA;;;16  1/4 ;;16  3/4 ;;17  1/4 ;;17 15/16;;18  3/8 ;;19      ;;;;;;;;;;;;;;;;;;;;;;;
U;ALTO DE BANDA CUELLO INT/EXT  ;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;;;;;;;;;
U3;ANCHO DE BANDA CUELLO INT/EXT  DE PUNTA A PUNTA ;;C;CRITICA;;;18  1/8 ;;18  9/16;;19      ;;19  5/8 ;;20  3/16;;20  3/4 ;;;;;;;;;;;;;;;;;;;;;;;
V1;ALTO DE BOLSILLO EN CENTRO;;C;CRITICA;;;5 11/16;;5 11/16;;5 15/16;;5 15/16;;6  1/2 ;;6  1/2 ;;;;;;;;;;;;;;;;;;;;;;;
V2;ANCHO DE BOLSILLO ;;C;CRITICA;;;4  1/2 ;;4  1/2 ;;4  3/4 ;;4  3/4 ;;5  1/4 ;;5  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
W;LARGO DE ENTRETELA BOLSILLLO;;C;CRITICA;;;4  1/2 ;;4  1/2 ;;4  3/4 ;;4  3/4 ;;5  1/4 ;;5  1/4 ;;;;;;;;;;;;;;;;;;;;;;;
W1;ALTO DE ENTRETELA BOLSILLO;;C;CRITICA;;;1      ;;1      ;;1      ;;1      ;;1      ;;1      ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
